question,answer,question_type,skills,answer_type
how many percentage points did usda which provided $75 million in s&e support account of all federal hbcu obligations?,0.242344,Simple,Counting,Number
what is the rate of bladder tumours received surgical treatment?,91.0,Simple,Counting,Number
list the provinces where 88% of bladder tumours received surgical treatment.,<ontario>\,Simple,No skill,Unknown
what is the percentage of bladder tumours received surgical treatment in newfoundland and labrador?,94.0,Intersection,Counting,Number
what is the overall surgical rate?,93.0,Simple,Aggregation,Number
what the provinces where the surgical rate is 91%?,<prince edward island>\,Simple,Filtering entity,Person
what is the surgical rate in newfoundland and labrador?,98.0,Simple,Counting,Number
in 2014\, what is the percentage of incidents of offences against the administration of justice of all criminal code violations (excluding traffic) reported by police?,Simple,No skill,Person
in 2014\,what is the percentage of incidents includes an offence against the administration of justice cleared by charge?,Simple,No skill,Person
in 2014\,what is the percentage of incidents that did not include administration of justice offences cleared by charge?,Simple,No skill,Person
what is the change of rate of persons facing charges related to administration of justice offences increased between 2004 and 2014?,7.7,Intersection,Counting,Number
what is the decline of the rate of persons charged in criminal incidents in general has declined between 2004 and 2014?,19.7,Intersection,Counting,Number
what is the change of rate of persons facing charges related to administration of justice offences increased between 2004 and 2014?,7.7,Intersection,Counting,Number
what is the decline of the rate of persons charged in criminal incidents in general has declined between 2004 and 2014?,19.7,Intersection,Counting,Number
among youth accused of offences against the administration of justice in 2014\, what is the percentage of charges were subjected to formal charges instead of extrajudicial measures?,Simple,No skill,Person
among other minority-serving institutions\, how many thousand dollars did high-hispanic-enrollment institutions receive in federal obligations for s&e support in fy 2017?,Simple,Filtering time,Date
among other minority-serving institutions\, high-hispanic-enrollment institutions (hhes) received $1.7 billion in federal obligations for s&e support in fy 2017\,Simple,Filtering time,Date
how many thousand dollars did support to hhes for r&d amount to in fy 2017?,1546178.0,Simple,Counting,Number
support to hhes for r&d amounted to $1.5 billion\, how many percentage points were up from the fy 2016 total?,Simple,Filtering time,Date
how many percentage points did r&d obligations account of total federal s&e support to hhes?,0.890882,Simple,Aggregation;Counting,Number
what was the number of league appearances made by winston white in a 17-year career?,529.0,Simple,Counting,Number
how many games did phil maloney coach the vancouver canucks?,232.0,Simple,Counting,Number
what was the rank of moldovan national division sheriff in 2010-11?,2nd,Simple,Counting,Number
what was the percentage of all farms of natural land for pasture in 2011?,40.3,Simple,Counting,Number
in completed adult criminal court cases where an administration of justice offence represented one or more of the charges\,which type of charges were most frequently finalized by the courts in 2013/2014?,Simple,Filtering time,Date
in 2013/2014\,what is the percentage of completed adult criminal court cases where an administration of justice offence represented one or more of the charges were breach of probation?,Simple,No skill,Person
between 2005/2006 and 2013/2014\, how much did cases involving the relatively low-volume charge of prisoner unlawfully at large grow?,Simple,No skill,Person
between 2005/2006 and 2013/2014\,how much did cases where failure to comply with an order were among the charges grow?,Simple,No skill,Person
between 2005/2006 and 2013/2014\,how much did cases charged of breach of probation grow?,Simple,No skill,Person
between 2005/2006 and 2013/2014\,how much did instances of failure change?,Simple,No skill,Person
in 2013/2014\, what is the percentage of cases related to violent offences included charges for offences against the administration of justice?,Simple,No skill,Person
what is the percentage of cases where other criminal code charges such as those related to weapons\, prostitution\,Composition,No skill,Unknown
