question,answer,question_type,skills,answer_type
Who replaced whom as the Commander of the Royal Siamese Army in 1938?,In 1938\,Simple,Filtering time,Date
What was Happy Tiger's final album in 1971 and what spot did it reach on the Billboard Pop Albums chart?,Happy Tiger's final album in 1971 was Mason Proffit's Movin' Toward Happiness\,Intersection,Filtering time,Date
Which age groups in San Jose\, Camarines Sur rank first\,Simple,No skill,Person
What is the second best-selling Mario Kart game?,Mario Kart 64 (behind Super Mario)\,Simple,Superlative;Ordinal,Person
What films are cloud Eight known for ?,Cloud Eight Films are known for films such as 127 Hours\,Simple,No skill,Person
What songs did Sandeep produce in 2017?,Sandeep Shirodkar\,Simple,No skill,Person
Which clubs competed in the 2017-2018 season of the Belarusian Men's Handball Championship?,Teams Meshkov Brest\,Intersection,No skill,Person
When were LNER Thompson Class A2 being withdrawn from their stations?,60505 was the first withdrawn\,Simple,No skill,Person
How did total immigration change from 1820 to 1830?,In 1820\,Simple,Aggregation,Date
Who is considered the father of Miami\, Florida?,Simple,No skill,Unknown
Who were the leading pitchers on the 2005 Minnesota Twins?,Johan Santana led the team with 16 wins\,Simple,No skill,Person
When did Croydon Central become a constituency and who represented them in 2017?,Croydon Central has been a constituency since 1974 and is represented in the UK Parliament\,Intersection,Filtering time,Date
Which candidate won the 1990 Civic Forum leadership election and how many votes did they receive compared to their competitor?,Klaus won the 1990 Civic Forum leadership election\,Simple,Filtering time;Counting,Date
What was the voter turnout and percent supporting in the National Front in the 1954 East German election?,The National Front received the approval of 99.46% of voters\,Intersection,No skill,Person
How many acres did Thomas Fire expand to by December 14?,Thomas Fire expanded to 249\,Simple,Counting,Person
What did Srishti Rana achieve in 2013?,Srishti Rana was crowned as Miss Asia Pacific World 2013.,Simple,Filtering time,Date
What was the outcome of the 2011 Rally de Portugal?,Ogier won by 31.8 seconds from Sébastien Loeb\,Simple,No skill,Person
Which is a pay-per-view (PPV) event?,Bunkhouse Stampede was a pay-per-view event.,Simple,No skill,Person
How many WPs were built between 1947 and 1966 and what were their numbers?,A total of 755 WPs were built between 1947 and 1966\,Simple,Counting,Date
Under Archery at the 2008 Summer Paralympics\, how did the first-ranked archer do compared to the last archer?,Simple,No skill,Person
What is the frequency and locations for the WJLH station?,WJLU's programming is station WJLH 90.3 in Flagler Beach\,Simple,No skill,Person
Who voices Lady Une in Japanese and in English?,Lady Une was voiced by Sayuri Yamauchi In Japanese and Enuka Okuma in English.,Intersection,No skill,Person
What career records does Selanne hold for Anaheim?,Selänne leads the team at 457 goals and 531 assists for 988 points in 966 games played.,Simple,No skill,Person
When did Saturn I launches take place?When did Saturn I launches take place?,The Saturn I launches took place at LC-34 and ended with SA-4 on March 28\,Simple,Filtering time,Date
What were Cortez Kennedy's tackle\, sack\,Simple,No skill,Unknown
Where are some of the Mandals of Krishna district located?,Krishna district contains Mandals in Nandigama\,Simple,No skill,Person
How many people voted in favor of the appointments for Defense and Foreign Affairs Minister in the Second Yatsenyuk government?,Poltorak was appointed as Minister of Defense by 347 votes and Klimkin as Minister of Foreign Affairs by 351 votes.,Intersection,Ordinal;Counting,Person
C. J. & Company released what albums in 1977 and 1978\, and under what label?,Simple,No skill,Person
Which cities did Aerodynamics Inc. offer flights to in 2018?,In 2018\,Simple,Filtering time,Date
Who had the fastest time at the Kansas City qualifiers?,Lance Pekus had the fastest time (2:10.16).,Simple,No skill,Person
By what margin did the seventh Amendment of the Constitution of Ireland pass?,The referendum was approved on a low turnout by 552\,Simple,No skill,Person
Which record did De Grasse set at the 2016 Summer Olympics – Men's 200 metres?,In Athletics at the 2016 Summer Olympics – Men's 200 metres\,Simple,Filtering time,Date
What number one UK single in the 1960s was the first to have its millionth sale?,The first UK single at number-one in the 1960s to receive a millionth sale was It's Now or Never by Elvis Presley.,Simple,Ordinal,Person
How did Luka Bar do in the 2016-17 Women's CEV Cup?,Luka Bar appeared in the Women's CEV Cup in the 2016-17 season\,Simple,Filtering time,Date
Did Yiwu Meihu Sports Centre host any Kunlun events?,Yiwu Meihu Sports Centre hosted Kunlun Fight - Cage Fight Series 6 on October 21\,Simple,Filtering time,Date
How many of the songs are from 1979?,Four are from 1979 (catalogue number: 8087; S CBS 8087; 128087; S CBS 8087).,Simple,Counting,Date
How many Group C matches were played in Stadion Miejski during the Euro 2012?,Three Group C matches were played in Stadion Miejski: Croatia v. Republic of Ireland on 10 June\,Simple,Counting,Date
What happened in his fourth year as the coach for Rodriguez?,In his fourth year as the coach\,Simple,No skill,Person
What film and what actress portrayed a character named Emily\, and when was the film released?,Simple,No skill,Person
What were Willis McGahee's carries\, yards\,Simple,No skill,Unknown
How many scouts\, leaders\,Simple,Counting,Unknown
Which song won the Eurovision Song Contest and how many points did it receive?,The song Love Shine a Light won the 1997 Eurovision Song Contest with a score of 227 points.,Simple,Counting,Date
When were the M36B1 tanks produced?,The production of 187 M36B1 ran from October to December 1944.,Simple,Filtering time,Date
What were the outcomes of St. Francis' first two games?,After winning their opening game by 4–1 against 1º Dezembro\,Simple,Ordinal,Person
Did the Florida Panthers and Winnipeg Jets play any games in Finland in the 2018 NHL Global Series?,The Florida Panthers and Winnipeg Jets played two games in Finland on November 1 and 2.,Intersection,Filtering time,Date
Which major US protests were not centralized to a specific city?,March for Our Lives\,Simple,Negation,Person
What happened on House Party At Big Jon's?,In 2016\,Simple,Filtering time,Date
Where were the 2011-12 Maltese Premier League stadiums?,2011–12 Maltese Premier League's Stadiums were Victor Tedesco Stadium at Ħamrun and Hibernians Ground at Paola.,Simple,Filtering time,Date
When did Chen Yu Chia achieve their personal best time in the individual medley\, and what was it?,Simple,Superlative,Person
What happened to Watanabe at the 2018 All England Open partnered with Arisa Higashino,Watanabe won the Super 1000 tournament at the 2018 All England Open partnered with Arisa Higashino.,Composition,Filtering entity,Date
Who is the next caliphal governor of Sindh after Junayd ibn Abd al-Rahman al-Murri?,Tamim ibn Zaid al-Utbi became the next caliphal governor of Sindh after Junayd ibn Abd al-Rahman al-Murri.,Simple,Comparative;Ordinal;Filtering time,Person
What film or show did Linck appear in but not produce?,Linck featured in the television FIFA Football\,Simple,Negation,Person
Where were all the Army-Navy games held in the 60s and 70s?,From 1936 through 1979\,Intersection,Filtering time,Date
What did Bavna Khatri do after Kis Desh Mein Hai Meraa Dil?,After Kis Desh Mein Hai Meraa Dil\,Simple,Comparative;Filtering time,Person
How popular is the song Nagareboshi to Koi no Ame in Japan?,The song Nagareboshi to Koi no Ame charted at number 15 on the Oricon Daily Singles\,Simple,Negation,Person
What happened to the two athletes that won the same score in Archery at the 1960 Summer Paralympics?,Delapietra of France and Hepple of Great Britain obtained the same scores of 544\,Composition,No skill,Person
Did any players make over 1\,000 yards receiving?,Simple,No skill,Person
By which classes are the Lowestoft railway station services are formed ?,The Lowestoft railway station services are typically formed by Class 153\,Simple,Superlative,Person
What was the numerical breakdown of Kentucky's votes for the top two candidates in the 1964 presidential election?,Kentucky was won by Lyndon B. Johnson (D–Texas) with 64.01 percent of the vote\,Simple,Filtering time,Person
Who took the place of Peter Randolph in the United States District Court for the District of Mississippi?,In July 1832\,Simple,Filtering time,Date
What are the Xeon models and their processing speed (Ghz)?,The Xeon models are the X3210\,Simple,No skill,Person
Until 1985\, which countries were a part of the S.E.A Write Award?,Simple,Filtering time,Person
How much of Abu Dhabi's population lives in urban areas?,The Emirate of Abu Dhabi had an estimated 2\,Simple,No skill,Person
How many points did Bobby Smith score in the 1977–78 OMJHL season?,Bobby Smith scored 192 points in the 1977–78 OMJHL season.,Simple,Counting,Date
What is the event Bound for Glory?,Bound for Glory is a wrestling pay-per-view event that took place on October 16\,Simple,Filtering time,Date
Did Ai Maeda do any voice roles and\, if so\,Simple,No skill,Person
What were Joel Quenneville's overall regular season and postseason records with Chicago\, respectively\,Composition,Aggregation;Filtering entity,Unknown
What Wielferich primes are below 1000000?,1093 and 3511 are two Wieferich primes.,Simple,Filtering time,Date
What are some of the medals that J. Michael Doyon received?,J. Michel Doyon received medals\,Composition,No skill,Person
Did My Love Is Like...Wo earn any accolades in 2003?,My Love Is Like...Wo earned two nominations at the 2003 MTV Video Music Awards for Best Dance Video and Best Choreography.,Simple,Filtering time,Date
What films did Paul Zils direct in 1950?,Hindustan Hamara is a 1950 Bollywood film directed by Paul Zils and starring Dev Anand.,Simple,Filtering time,Date
