label,count,parent,id
was,5,which/round,which/round/was
has,5,what/2009,what/2009/has
by,5,which/album,which/album/by
groups,5,which,which/groups
2009,5,what,what/2009
actor,5,what,what/actor
hectares,5,how/many,how/many/hectares
births,5,how/many,how/many/births
mark,5,how/did,how/did/mark
is,5,what/song,what/song/is
played,5,what/team,what/team/played
won,5,which/car,which/car/won
was,5,what/categories,what/categories/was
are,5,which/sex,which/sex/are
was,5,which/film,which/film/was
of,5,which/characteristics,which/characteristics/of
average,5,what/is,what/is/average
mountain,5,which,which/mountain
people,5,which,which/people
pages,5,how/many,how/many/pages
employees,5,how/many,how/many/employees
as,5,who/served,who/served/as
set,5,who,who/set
notes,5,what,what/notes
is,5,which/venue,which/venue/is
town,5,which,which/town
reported,5,which/cma,which/cma/reported
second,5,who/finished,who/finished/second
higher,5,who/had,who/had/higher
do,5,did/he,did/he/do
is,5,what/language,what/language/is
did,5,what/game,what/game/did
cups,5,what,what/cups
did,5,which/track,which/track/did
films,5,which/two,which/two/films
poll,5,which,which/poll
when,5,what/and,what/and/when
did,5,which/venue,which/venue/did
sectors,5,which,which/sectors
has,5,what/season,what/season/has
and,5,what/year,what/year/and
1st,5,what/is,what/is/1st
clubs,5,which,which/clubs
set,5,what/is,what/is/set
draws,5,which,which/draws
in,5,which/team,which/team/in
located,5,is,is/located
cars,5,how/many,how/many/cars
is,5,which/sex,which/sex/is
are,5,how,how/are
there,5,when/was,when/was/there
member,5,what,what/member
publication,5,which,which/publication
named,5,who/was,who/was/named
reported,5,which,which/reported
doctor,5,which,which/doctor
has,5,which/outcome,which/outcome/has
has,5,which/conference,which/conference/has
more,5,who/are,who/are/more
are,5,which,which/are
bronzes,5,how/many,how/many/bronzes
drivers,5,which,which/drivers
hosted,5,who,who/hosted
roles,5,what/television,what/television/roles
stewart,5,did/jonathan,did/jonathan/stewart
the,5,who/manufactured,who/manufactured/the
for,5,what/example,what/example/for
episodes,5,which,which/episodes
2008,5,which,which/2008
has,5,what/driver,what/driver/has
less,5,which/is,which/is/less
companies,5,how/many,how/many/companies
3,5,when,when/3
was,5,how/big,how/big/was
were,5,what/year,what/year/were
has,5,which/time,which/time/has
athletes,5,which,which/athletes
belong,5,did/not,did/not/belong
has,5,which/2008,which/2008/has
lanes,5,how/many,how/many/lanes
golds,5,how/many,how/many/golds
was,5,what/dates,what/dates/was
works,5,what,what/works
round,5,what/is,what/is/round
inhabitants,5,which,which/inhabitants
has,5,which/election,which/election/has
popular,5,how,how/popular
margin,5,by/what,by/what/margin
had,5,what/date,what/date/had
had,5,which/sector,which/sector/had
there,5,where,where/there
ships,5,which,which/ships
ships,5,what,what/ships
square,5,how/many,how/many/square
has,5,which/home,which/home/has
had,5,what/tournament,what/tournament/had
completed,5,who,who/completed
reported,5,which/province,which/province/reported
awards,5,which/two,which/two/awards
division,5,in/what,in/what/division
work,5,which,which/work
institution,5,what,what/institution
parish,5,which,which/parish
is,5,what/time,what/time/is
has,5,where,where/has
played,5,which/team,which/team/played
featured,5,what/venue,what/venue/featured
position,5,in/what,in/what/position
church,5,which,which/church
win,5,did/they,did/they/win
field,5,how/many,how/many/field
at,5,what/is,what/is/at
route,5,which,which/route
the,5,who/made,who/made/the
did,5,what/recognition,what/recognition/did
games,5,what,what/games
the,5,which,which/the
has,5,what/record,what/record/has
color,5,what,what/color
names,5,how/many,how/many/names
has,5,which/engine,which/engine/has
have,5,how/many,how/many/have
earned,5,which/nation,which/nation/earned
more,5,are/there,are/there/more
was,5,what/episode,what/episode/was
inhabitants,5,how/many,how/many/inhabitants
had,5,which/nation,which/nation/had
registered,5,how/many,how/many/registered
sport,5,in/what,in/what/sport
format,5,which,which/format
was,5,which/season,which/season/was
loss,5,what,what/loss
was,5,what/country,what/country/was
yards,5,which,which/yards
did,5,which/college,which/college/did
festivals,5,how/many,how/many/festivals
period,5,which/age,which/age/period
provinces,5,how/many,how/many/provinces
albums,5,what/two,what/two/albums
full,5,how/many,how/many/full
the,5,who/led,who/led/the
did,5,which/albums,which/albums/did
went,5,which/player,which/player/went
men,5,how/many,how/many/men
population,5,which,which/population
chassis,5,which,which/chassis
away,5,did/the,did/the/away
a,5,is/there,is/there/a
league,5,in/what,in/what/league
competitors,5,how/many,how/many/competitors
national,5,which,which/national
minimum,5,is/the,is/the/minimum
first,5,who/was,who/was/first
original,5,which,which/original
metres,5,how/many,how/many/metres
level,5,what,what/level
events,5,what/two,what/two/events
ship,5,what,what/ship
manufacturer,5,which,which/manufacturer
country,5,what/other,what/other/country
did,5,what/characters,what/characters/did
more,5,how/much,how/much/more
overall,5,which,which/overall
was,5,which/tournament,which/tournament/was
has,5,which/language,which/language/has
number,5,what/the,what/the/number
channels,5,what,what/channels
category,5,in/what,in/what/category
films,5,how/many,how/many/films
does,5,which/country,which/country/does
plays,5,who,who/plays
directors,5,how/many,how/many/directors
industry,5,which,which/industry
women,5,which,which/women
did,5,what/part,what/part/did
visa,5,which,which/visa
born,5,who/was,who/was/born
in,5,which/opponents,which/opponents/in
has,5,which/frequency,which/frequency/has
representatives,5,how/many,how/many/representatives
taller,5,who/is,who/is/taller
has,5,which/class,which/class/has
was,4,how/destructive,how/destructive/was
golden,4,how/many,how/many/golden
has,4,what/rank,what/rank/has
score,4,is/the,is/the/score
railway,4,which,which/railway
of,4,what/percentages,what/percentages/of
place,4,what/is,what/is/place
entrant,4,what,what/entrant
did,4,which/teams,which/teams/did
which,4,by,by/which
of,4,what/member,what/member/of
how,4,when/and,when/and/how
workers,4,which/sector,which/sector/workers
the,4,who/built,who/built/the
party,4,which/2nd,which/2nd/party
international,4,what,what/international
was,4,how/good,how/good/was
have,4,which/inhabitants,which/inhabitants/have
a,4,when/did,when/did/a
expenditure,4,what/average,what/average/expenditure
for,4,who/drove,who/drove/for
the,4,who/hosted,who/hosted/the
has,4,what/genre,what/genre/has
episode,4,how/many,how/many/episode
yacht,4,what,what/yacht
destructive,4,how,how/destructive
latin,4,how/many,how/many/latin
writers,4,how/many,how/many/writers
has,4,which/text,which/text/has
used,4,who,who/used
text,4,which,which/text
has,4,which/week,which/week/has
coach,4,which,which/coach
were,4,what/years,what/years/were
movies,4,in/which,in/which/movies
has,4,what/county,what/county/has
has,4,what/nation,what/nation/has
goal,4,which,which/goal
streak,4,which,which/streak
man,4,how,how/man
be,4,what/would,what/would/be
site,4,which,which/site
region,4,in/what,in/what/region
attendance,4,what/is,what/is/attendance
regions,4,how/many,how/many/regions
japanese,4,what,what/japanese
version,4,which,which/version
has,4,which/format,which/format/has
have,4,what/years,what/years/have
was,4,what/location,what/location/was
international,4,which,which/international
portion,4,what,what/portion
of,4,what/portion,what/portion/of
attendance,4,how/many,how/many/attendance
did,4,what/venue,what/venue/did
have,4,did/he,did/he/have
age,4,what,what/age
played,4,which/player,which/player/played
does,4,what/engine,what/engine/does
does,4,what/party,what/party/does
incumbent,4,which,which/incumbent
no,4,how/many,how/many/no
frequency,4,what,what/frequency
object,4,what,what/object
is,4,what/tournament,what/tournament/is
pre,4,which,which/pre
voiced,4,who,who/voiced
john,4,did,did/john
was,4,what/state,what/state/was
number,4,what/game,what/game/number
lost,4,how/many,how/many/lost
ints,4,how/many,how/many/ints
report,4,did/ffrdcs,did/ffrdcs/report
ffrdcs,4,did,did/ffrdcs
lost,4,who,who/lost
scored,4,which/player,which/player/scored
south,4,what/was,what/was/south
is,4,what/region,what/region/is
high,4,what/is,what/is/high
location,4,what/is,what/is/location
building,4,which,which/building
had,4,which/entrant,which/entrant/had
tracks,4,which,which/tracks
scored,4,which/team,which/team/scored
pick,4,what,what/pick
year,4,what/is,what/is/year
bronze,4,who/won,who/won/bronze
week,4,in/what,in/what/week
president,4,which,which/president
has,4,which/grid,which/grid/has
the,4,who/composed,who/composed/the
had,4,what/nation,what/nation/had
stations,4,which,which/stations
winning,4,when/the,when/the/winning
grid,4,which,which/grid
was,4,what/song,what/song/was
did,4,what/number,what/number/did
tom,4,what/was,what/was/tom
has,4,what/status,what/status/has
they,4,who/did,who/did/they
than,4,is/less,is/less/than
has,4,what/opponent,what/opponent/has
did,4,how/high,how/high/did
less,4,is,is/less
categories,4,how/many,how/many/categories
is,4,which/party,which/party/is
picks,4,how/many,how/many/picks
has,4,which/district,which/district/has
2011,4,which,which/2011
created,4,who,who/created
finish,4,which,which/finish
nations,4,which,which/nations
rider,4,which,which/rider
who,4,which/doctor,which/doctor/who
mac,4,which,which/mac
course,4,which,which/course
tie,4,what/is,what/is/tie
has,4,which/college,which/college/has
stadiums,4,how/many,how/many/stadiums
stadiums,4,which,which/stadiums
team,4,what/was,what/was/team
number,4,what/is,what/is/number
placed,4,who/was,who/was/placed
2007,4,which,which/2007
original,4,what,what/original
sum,4,is/the,is/the/sum
catalog,4,what,what/catalog
draft,4,what,what/draft
has,4,which/song,which/song/has
has,4,what/label,what/label/has
non,4,which,which/non
has,4,which/title,which/title/has
manager,4,which,which/manager
has,4,what/format,what/format/has
run,4,what/is,what/is/run
had,4,what/club,what/club/had
was,4,what/event,what/event/was
name,4,what/is,what/is/name
studio,4,which,which/studio
has,4,which/channel,which/channel/has
elector,4,which,which/elector
does,4,what/league,what/league/does
works,4,which,which/works
match,4,how/many,how/many/match
1,4,which/team,which/team/1
collaborated,4,what/company,what/company/collaborated
ihsaa,4,which,which/ihsaa
lane,4,which,which/lane
scored,4,which/driver,which/driver/scored
is,4,which/stadium,which/stadium/is
high,4,what,what/high
spanish,4,which,which/spanish
source,4,what,what/source
case,4,which,which/case
low,4,is/the,is/the/low
plays,4,what/team,what/team/plays
individual,4,what,what/individual
has,4,which/partner,which/partner/has
season,4,what/is,what/is/season
opponent,4,what/is,what/is/opponent
does,4,what/years,what/years/does
winner,4,which,which/winner
has,4,which/constructor,which/constructor/has
did,4,which/events,which/events/did
city,4,what/is,what/is/city
wins,4,which,which/wins
batting,4,what,what/batting
s,4,which/team,which/team/s
s,4,which/player,which/player/s
seasons,4,what,what/seasons
has,4,what/model,what/model/has
date,4,which/release,which/release/date
was,4,which/club,which/club/was
did,4,what/records,what/records/did
does,4,what/records,what/records/does
body,4,what,what/body
5,4,when,when/5
time,4,in/what,in/what/time
is,4,which/rank,which/rank/is
2012,4,which,which/2012
had,4,what/week,what/week/had
was,4,which/category,which/category/was
with,4,when/and,when/and/with
is,4,which/area,which/area/is
had,4,what/driver,what/driver/had
a,4,what/as,what/as/a
authority,4,which,which/authority
between,4,what/happened,what/happened/between
band,4,what,what/band
japanese,4,which,which/japanese
has,4,which/authority,which/authority/has
was,4,what/title,what/title/was
japan,4,which,which/japan
lee,4,how/did,how/did/lee
mnay,4,how,how/mnay
high,4,is/the,is/the/high
or,4,which/province,which/province/or
were,4,which/gender,which/gender/were
was,4,which/years,which/years/was
do,4,what,what/do
victims,4,how/many,how/many/victims
this,4,who/did,who/did/this
were,4,what/songs,what/songs/were
participated,4,who,who/participated
in,4,who/participated,who/participated/in
in,4,who/starred,who/starred/in
level,4,which/education,which/education/level
did,4,how/often,how/often/did
percnet,4,how/many,how/many/percnet
places,4,in/which,in/which/places
related,4,when/hospitalizations,when/hospitalizations/related
shows,4,in/what,in/what/shows
it,4,when/was,when/was/it
can,4,where,where/can
designed,4,who,who/designed
binary,4,what,what/binary
did,4,which/show,which/show/did
station,4,which,which/station
had,4,which/location,which/location/had
main,4,which,which/main
was,4,which/event,which/event/was
models,4,which,which/models
more,4,who/is,who/is/more
did,4,what/medals,what/medals/did
had,4,which/school,which/school/had
overall,4,what,what/overall
football,4,which/japan,which/japan/football
